"Transaction Hash","Status","Type","Method ","Block","Date Time (UTC)","From","From_NameTag","To","To_NameTag","Amount","Value (USD)","Asset","Txn Fee"
"0x9570c136a72655d11818f43d0ce886181debef72088f5b6f186791c21532e25f","Error in Txn","Tx","Take","14956201","2022-06-13 13:26:07","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.04742303"
"0x9eef815d1cdd602139d299084ea04cc6a42956f55ce5bdd33d27e1c87a8ada4c","Success","Tx","Take","14956201","2022-06-13 13:26:07","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.57929244"
"0x868b65491efa7ac1cd73979f76e31d86348c0bfbf101c06b27dfae25ac9c0f1d","Success","Tx","Take","14956200","2022-06-13 13:26:01","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.04913218"
"0xbf820a1ef64fffb807c8bb910c8c5c628b82c66c886b57a8f8d20e44fda7099b","Error in Txn","Tx","Take","14956200","2022-06-13 13:26:01","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.00609348"
"0xb996792c4a5b4822401ed5bdbb609a6f4600c068431dd350b5c258f9e7423310","Success","Tx","Take","14956200","2022-06-13 13:26:01","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.05174001"
"0x26a39503ba24c0341e29291165c242d2a6cd091b1acfddd5bcb7c739a910dd54","Success","Tx","Take","14956200","2022-06-13 13:26:01","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.05171205"
"0x95c62a0e027cec00e36459001c41eaff36d7215c787a023e0287349f7ffaca06","Success","Tx","Take","14956200","2022-06-13 13:26:01","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.04913309"
"0xd9e44ee34e1ac83a12489d3c7bae047ebc88f1db03dbabbf7b3257a849904cda","Success","Tx","Take","14956200","2022-06-13 13:26:01","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.04913082"
"0xab047c8fde12fb87a178b829649f71d07e52893a364454b3e95d3d646b005a8e","Error in Txn","Tx","Take","14956200","2022-06-13 13:26:01","0x0dF9490d983c890933167E9be97ffE3D4D6893Ad"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.09432654"
"0x0e27b26749bcb4103da0eb4a2b8bae02bcb3dcbef86ed776569784a70b7d50e2","Error in Txn","Tx","Take","14956200","2022-06-13 13:26:01","0x0dF9490d983c890933167E9be97ffE3D4D6893Ad"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.01140899"
"0x91bdb360a6bd88fe72dce8a86ee7f6470ca08bb614b8fe379026b1fa9dc4a8e6","Success","Tx","Take","14955724","2022-06-13 11:20:34","0xcD40532686B94aBc88b06B9705AAcBc14c8364D6"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.01304995"
"0xed5247d416eb1fc069591a4b46d4140667ec36f5f8743a89af0b3240ad20e271","Error in Txn","Tx","Take","14955522","2022-06-13 10:30:30","0x0EB4ADD4bA497357546DA7F5D12D39587cA24606"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.00523733"
"0xddaafcd8d53da12432d599f854087d7ec1a044b7d19c1b84e833eec85b0ce458","Success","Tx","Take","14955518","2022-06-13 10:29:37","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.044769"
"0x29213b99d3d673b819771f3df3ee6ca2584103183f0c0d7567c1e50fad1bae49","Error in Txn","Tx","Take","14955517","2022-06-13 10:29:21","0x0EB4ADD4bA497357546DA7F5D12D39587cA24606"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.00425565"
"0xda5c6d9075b288f9bd099a513daa8fe70d222bd92a60cc8dc8ef877cd9679264","Success","Tx","Take","14955517","2022-06-13 10:29:21","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.040312"
"0xba12a8754522cce5c3d5df03928130993826d0a63d5a89b17e9017500aef62bb","Error in Txn","Tx","Take","14955517","2022-06-13 10:29:21","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.00499805"
"0xcb86c8949a35fa39e89e08b4ed4dcf26536bf568daa403ba755b2b2425911306","Success","Tx","Take","14955517","2022-06-13 10:29:21","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.04030977"
"0x51e2bfa339ee3e83a26d473d5252d3dbf1e3e37452c8cc303abe295067646abd","Success","Tx","Take","14955517","2022-06-13 10:29:21","0x0dF9490d983c890933167E9be97ffE3D4D6893Ad"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.08483706"
"0x2b025aabf655910a65f2f804b4c7a12f748a14d30193790fd4fafd1d0a2cfeed","Error in Txn","Tx","Take","14955517","2022-06-13 10:29:21","0xCcCEfA3A442fb16469e00C294752e8EB5e38b939"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.04644875"
"0x96cecd7e05a8d280854acfd3a00877b73e4edd60e1ff520d92b629164e6564dc","Error in Txn","Tx","Take","14955516","2022-06-13 10:29:01","0xa7888F85BD76deeF3Bd03d4DbCF57765a49883b3"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.00433863"
"0xad9964bdf1ba19044be9e9c4f16b1a51c619f28e057b341908993f5c7efa095b","Error in Txn","Tx","Take","14955516","2022-06-13 10:29:01","0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.01852196"
"0x399a9bd2dd8fe49027835d918d4d1aeacc4e12dc3a45f261f06a730966d9ec42","Success","Tx","Take","14955276","2022-06-13 9:36:38","0xCcCEfA3A442fb16469e00C294752e8EB5e38b939"," ","0xc67963a226eddd77b91ad8c421630a1b0adff270"," Sky: MCD Clip ETH A","0","$0.00","Ethereum(ETH)","0.11384047"
